"","tweet_id","word"
"330","id 20","like"
"331","id 20","user250"
"332","id 20","user70"
"333","id 20","user212"
"334","id 20","user36"
"335","id 20","user216"
"336","id 20","others"
"337","id 20","live"
"338","id 20","tweeting"
"339","id 20","user102"
"340","id 20","s"
"341","id 20","talk"
"342","id 20","#jmm"
"343","id 20","thanks"
"344","id 20","everyone"
"345","id 20","please"
"346","id 20","keep"
"347","id 20","sharing"
"348","id 20","#disruptjmm"
"349","id 20","content"
"350","id 20","us"
"351","id 20",""
"352","id 21","yo"
"353","id 21","user102"
"354","id 21","delivering"
"355","id 21","🐵"
"356","id 21","🐵️"
"357","id 21","voice"
"358","id 21","sounds"
"359","id 21","like"
"360","id 21","🐵️"
"361","id 21","#jmm2020"
"362","id 21","#disruptjmm"
"363","id 22","d&amp;"
"364","id 22","betterment"
"365","id 22","math"
"366","id 22","without"
"367","id 22","efforts"
"368","id 22","bring"
"369","id 22","resources"
"370","id 22","give"
"371","id 22","back"
"372","id 22","marginalized"
"373","id 22","communities"
"374","id 22","individuals"
"375","id 22","coming"
"376","id 22","perpetuates"
"377","id 22","exploitation:"
"378","id 22","isn’t"
"379","id 22","another"
"380","id 22","way"
"381","id 22","taking"
"382","id 22","resources"
"383","id 22","marginalized"
"384","id 22","communities"
"385","id 22","-"
"386","id 22","user102"
"387","id 22","#jmm2020"
"388","id 22","#disruptjmm"
"389","id 23","challenge"
"390","id 23","revisited"
"391","id 23","user102"
"392","id 23","highlights"
"393","id 23","metaphor"
"394","id 23","encourages"
"395","id 23","us"
"396","id 23","reflect"
"397","id 23","implications:"
"398","id 23","welcome"
"399","id 23","individuals"
"400","id 23","underrepresented"
"401","id 23","marginalized"
"402","id 23","communities"
"403","id 23","mathematics"
"404","id 23","community"
"405","id 23","#jmm2020"
"406","id 23","#disruptjmm"
"407","id 23","https:tcoiqrdpbwcvl"
"408","id 24","key"
"409","id 24","things"
"410","id 24","us"
"411","id 24","think"
"412","id 24","#jmm2020"
"413","id 24","#disruptjmm"
"414","id 24","user102"
"415","id 24","https:tco8eqfusg2ui"
"416","id 25","#disruptjmm"
"417","id 25","mean"
"418","id 25","say"
"419","id 25","need"
"420","id 25","welcome"
"421","id 25","marginalized"
"422","id 25","communities"
"423","id 25","community"
"424","id 25","subtext"
"425","id 25","already"
"426","id 25","part"
"427","id 25","communityuser102"
"428","id 25","#jmm2020"
"429","id 26",""
"430","id 26","extent"
"431","id 26","using"
"432","id 26","diversity"
"433","id 26","get"
"434","id 26","workforce"
"435","id 26","still"
"436","id 26","assimilation"
"437","id 26","exploitation"
"438","id 26","still"
"439","id 26","promoting"
"440","id 26","elite"
"441","id 26","western"
"442","id 26","epistemology"
"443","id 26","user102"
"444","id 26","#disruptjmm"
"445","id 26","#jmm2020"
"446","id 27","#disruptjmm"
"447","id 27","user102"
"448","id 27","explores"
"449","id 27","'s"
"450","id 27","like"
"451","id 27","mathematics"
"452","id 27","job"
"453","id 27","opportunities"
"454","id 27","institutionscompanies"
"455","id 27","historically"
"456","id 27","involved"
"457","id 27","oppression"
"458","id 27","#jmm2020"
"459","id 28","higher"
"460","id 28","education"
"461","id 28","indigenous"
"462","id 28","communities"
"463","id 28","always"
"464","id 28","exploitation"
"465","id 28","#disruptjmm"
"466","id 28","#jmm2020"
"467","id 28","https:tcowzzeyxuvwm"
"468","id 29","important"
"469","id 29","messagereminder"
"470","id 29","user102"
"471","id 29","loss"
"472","id 29","language"
"473","id 29","kind"
"474","id 29","natural"
"475","id 29","occurrence"
"476","id 29","loss"
"477","id 29","indigenous"
"478","id 29","languages"
"479","id 29","comes"
"480","id 29","stories"
"481","id 29","violence"
"482","id 29","trauma"
"483","id 29","#jmm2020"
"484","id 29","#disruptjmm"
"485","id 29","#jedi"
"486","id 29","#diversityandinclusion"
"487","id 29","#diversityorelse"
"488","id 30","diversity"
"489","id 30","paradigm"
"490","id 30","one"
"491","id 30","way"
"492","id 30","center"
"493","id 30","privilege"
"494","id 30","benefit"
"495","id 30","whiteness"
"496","id 30","#disruptjmm"
"497","id 30","https:tcouytwiwe3gc"
"498","id 30","https:tcozxwgg62mdo"
"499","id 31",""
"500","id 31","challenge"
"501","id 31","user102"
"502","id 31","consider"
"503","id 31","diversity"
"504","id 31","inclusion"
"505","id 31","reference"
"506","id 31","blog"
"507","id 31","post"
"508","id 31","user152"
"509","id 31","#disruptjmm"
"510","id 31","#jmm2020"
"511","id 31","https:tcolifa4htulo"
"512","id 31","https:tcoeu4h7nhire"
"513","id 32","dr"
"514","id 32","tsinnajinnie"
"515","id 32","user102"
"516","id 32","begins"
"517","id 32","quoting"
"518","id 32","user36"
"519","id 32","s"
"520","id 32","tweet"
"521","id 32","blog"
"522","id 32","post"
"523","id 32","inviting"
"524","id 32","attendees"
"525","id 32","#disruptjmm"
"526","id 32","follow"
"527","id 32","hashtag"
"528","id 32","join"
"529","id 32","conversation"
"530","id 32","justice"
"531","id 32","equity"
"532","id 32","diversity"
"533","id 32","inclusion"
"534","id 32","#jedi"
"535","id 32","#jmm2020"
"536","id 33","#disruptjmm"
"537","id 33","engage"
"538","id 33","equity"
"539","id 33","inclusion"
"540","id 33","diversity"
"541","id 33","initiatives"
"542","id 33","really"
"543","id 33","benefits"
"544","id 34",""
"545","id 34","care"
"546","id 34","diversity"
"547","id 34","inclusion"
"548","id 34","user102"
"549","id 34","invites"
"550","id 34","us"
"551","id 34","answer"
"552","id 34","questions"
"553","id 34","#jmm2020"
"554","id 34","#disruptjmm"
"555","id 34","https:tco5tbl3t10jo"
"556","id 35",""
"557","id 35","awesome"
"558","id 35","user266"
"559","id 35","introduces"
"560","id 35","user102"
"561","id 35","call"
"562","id 35","acknowledge"
"563","id 35","stolen"
"564","id 35","lands"
"565","id 35","’re"
"566","id 35","#disruptjmm"
"567","id 35","shout"
"568","id 35","user36"
"569","id 35","https:tcoi4qvjfufdf"
"570","id 36",""
"571","id 36","first"
"572","id 36","session"
"573","id 36","#jmm2020"
"574","id 36","proud"
"575","id 36","tweet-banner"
"576","id 36","user36"
"577","id 36","looking"
"578","id 36","forward"
"579","id 36","#disruptjmm"
"580","id 36","hearing"
"581","id 36","user102"
"582","id 36","amongst"
"583","id 36","many"
"584","id 36","others"
"585","id 36","maa-siam-ams"
"586","id 36","hrabowski-gates-tapia-mcbay"
"587","id 36","session"
"588","id 36","https:tco57jfbaabmx"
"589","id 37","user36"
"590","id 37","first"
"591","id 37","citation"
"592","id 37","user10"
"593","id 37","user102"
"594","id 37","s"
"595","id 37","invited"
"596","id 37","presentation"
"597","id 37","#disruptjmm"
"598","id 37","moving"
"599","id 37","diversity"
"600","id 37","-&gt;"
"601","id 37","anti-oppression"
"602","id 37","https:tcoba4bd1qvim"
"603","id 38","opening"
"604","id 38","slide"
"605","id 38","user102"
"606","id 38","talk"
"607","id 38","#jmm2020"
"608","id 38","#disruptjmm"
"609","id 38","https:tcoes3oysfsta"
"610","id 39",""
"611","id 39","#disruptjmm"
"612","id 39","just"
"613","id 39","need"
"614","id 39","show"
"615","id 39","🩠🩠🩠"
"616","id 39","disagree"
"617","id 39","gotta"
"618","id 39","show"
"619","id 39","🙠🙠🙠"
"620","id 39","belong"
"621","id 39","wanted"
"622","id 39","#jmm2020"
"623","id 39","#diversityorelse"
"624","id 39","https:tcobkrte7osp7"
"625","id 40","#awkwardboardingselfie"
"626","id 40","way"
"627","id 40","#jmm2020"
"628","id 40","sharing"
"629","id 40","flight"
"630","id 40","coach"
"631","id 40","paul"
"632","id 40","weir"
"633","id 40","rest"
"634","id 40","user273"
"635","id 40","team"
"636","id 40","handle"
"637","id 40","indicates"
"638","id 40","’ll"
"639","id 40","cheering"
"640","id 40","support"
"641","id 40","#disruptjmm"
"642","id 40","https:tcoqw6xp5j92q"
"643","id 41","user78"
"644","id 41","solidarity"
"645","id 41","-"
"646","id 41","'m"
"647","id 41","trying"
"648","id 41","amplify"
"649","id 41","#disruptjmm"
"650","id 41","can"
"651","id 41","identify"
"652","id 41","spaces"
"653","id 41","support"
"654","id 41","disrupt"
"655","id 41","current"
"656","id 41","system"
"657","id 42","user250"
"658","id 42","hey"
"659","id 42","-"
"660","id 42","old"
"661","id 42","threads"
"662","id 42","fun"
"663","id 42","dig"
"664","id 42","sometimes"
"665","id 42","-"
"666","id 42","gonna"
"667","id 42","start"
"668","id 42","#disruptjmm"
"669","id 42","talk"
"670","id 42","way"
"671","id 42","user212"
"672","id 42","lol"
"673","id 43","okay"
"674","id 43","bs"
"675","id 43","slides"
"676","id 43","done"
"677","id 43","think"
"678","id 43","counted"
"679","id 43","least"
"680","id 43","5"
"681","id 43","#disruptjmm"
"682","id 43","thursday"
"683","id 44",""
"684","id 44","honor"
"685","id 44","#diversityandinclusion"
"686","id 44","hope"
"687","id 44","consider"
"688","id 44","might"
"689","id 44","#disruptjmm"
"690","id 44","challenge"
"691","id 44","#jmm2020"
"692","id 44","https:tco57udt4ifgj"
"693","id 45","user35"
"694","id 45","user75"
"695","id 45","user341"
"696","id 45","#disruptjmm"
"697","id 46","user250"
"698","id 46","sounded"
"699","id 46","like"
"700","id 46","opening"
"701","id 46","great"
"702","id 46","plenary"
"703","id 46","though"
"704","id 46","#disruptjmm"
"705","id 47","#eim2"
"706","id 47","#ethics"
"707","id 47","#disruptdatascience"
"708","id 47","#disruptjmm"
"709","id 47","#csethics"
"710","id 47","https:tcoyi3kll0ryw"
"711","id 48","practicing"
"712","id 48","new"
"713","id 48","hashtags"
"714","id 48","#disruptjmm"
"715","id 48","#disruptmath"
"716","id 49","#disruptjmm"
"717","id 49","https:tco5ucbcaepd9"
"718","id 50",""
"719","id 50","like"
"720","id 50","take"
"721","id 50","read"
"722","id 50","thread"
"723","id 50","hope"
"724","id 50","privileged"
"725","id 50","people"
"726","id 50","can"
"727","id 50","adapt"
"728","id 50","attitude"
"729","id 50","challenged"
"730","id 50","#disruptjmm"
"731","id 50","https:tcormziwaqcqb"
"732","id 51","[c]arry"
"733","id 51","weight"
"734","id 51","can"
"735","id 51","get"
"736","id 51","back"
"737","id 51","thinking"
"738","id 51","math"
"739","id 51","🝡❤️🝡"
"740","id 51","#disruptjmm"
"741","id 51","https:tcoqduuh9q1cb"
"742","id 52",""
"743","id 52","highly"
"744","id 52","recommend"
"745","id 52","reading"
"746","id 52","incredible"
"747","id 52","woman’s"
"748","id 52","statement"
"749","id 52","read"
"750","id 52","beginning"
"751","id 52","number"
"752","id 52","theory"
"753","id 52","talk"
"754","id 52","#disruptjmm"
"755","id 52","https:tcok2h1kmswye"
"756","id 53","hey"
"757","id 53","#disruptjmm"
"758","id 53","-"
"759","id 53","user266"
"760","id 53","going"
"761","id 53","stout"
"762","id 53","st"
"763","id 53","social"
"764","id 53","45"
"765","id 53","mins"
"766","id 53","want"
"767","id 53","join"
"768","id 54","user76"
"769","id 54","almost"
"770","id 54","way"
"771","id 54","#disruptjmm"
"772","id 54","welcome"
"773","id 54","join"
"774","id 55",""
"775","id 55","need"
"776","id 55","lunch"
"777","id 55","#disruptjmm"
"778","id 55","folks"
"779","id 56","big"
"780","id 56","thanks"
"781","id 56","aba"
"782","id 56","mbirika"
"783","id 56","fun"
"784","id 56","beautiful"
"785","id 56","talk"
"786","id 56","reminding"
"787","id 56","us"
"788","id 56","fun"
"789","id 56","beautiful"
"790","id 56","math"
"791","id 56","#jmm2020"
"792","id 56","#disruptjmm"
"793","id 56","user10"
"794","id 56","https:tcoswsxwcvdxz"
"795","id 57","panel"
"796","id 57","answer"
"797","id 57","transgender"
"798","id 57","non-binary"
"799","id 57","student"
"800","id 57","support:"
"801","id 57","power"
"802","id 57","'"
"803","id 57","going"
"804","id 57","'"
"805","id 57","kind"
"806","id 57","way"
"807","id 57","courage"
"808","id 57","community"
"809","id 57","particularly"
"810","id 57","junior"
"811","id 57","colleagues"
"812","id 57","amazing"
"813","id 57","#disruptjmm"
"814","id 58","'s"
"815","id 58","wild"
"816","id 58","'s"
"817","id 58","real"
"818","id 58","mark"
"819","id 58","privilege"
"820","id 58","know"
"821","id 58","harassers"
"822","id 58","particular"
"823","id 58","research"
"824","id 58","community"
"825","id 58","'m"
"826","id 58","naive"
"827","id 58","enough"
"828","id 58","pretend"
"829","id 58","#disruptjmm"
"830","id 58","https:tcoyl3pvbelns"
"831","id 59","really"
"832","id 59","interesting"
"833","id 59","perspective"
"834","id 59","user172"
"835","id 59","s"
"836","id 59","#disruptjmm"
"837","id 59","remarks"
"838","id 59","https:tco7vyhhrwxkh"
"839","id 60","educators"
"840","id 60","must"
"841","id 60","allies"
"842","id 60","|"
"843","id 60","kelly"
"844","id 60","holstine"
"845","id 60","https:tcoxl3accmikn"
"846","id 60","via"
"847","id 60","user83"
"848","id 60","user338"
"849","id 60","#cleartheair"
"850","id 60","#iteachmath"
"851","id 60","#mtbos"
"852","id 60","#disruptjmm"
"853","id 61","advocate"
"854","id 61","systemic"
"855","id 61","institutional"
"856","id 61","change"
"857","id 61","position"
"858","id 61","also"
"859","id 61","stuff"
"860","id 61","immediately"
"861","id 61","can"
"862","id 61","#disruptjmm"
"863","id 61","#jmm2020"
"864","id 61","user10"
"865","id 62","donating"
"866","id 62","time"
"867","id 62","money"
"868","id 62","lgbtq+"
"869","id 62","people"
"870","id 62","causes"
"871","id 62","good"
"872","id 62","way"
"873","id 62","apologize"
"874","id 62","meaningfully"
"875","id 62","#disruptjmm"
"876","id 62","#jmm2020"
"877","id 62","user10"
"878","id 63","waiting"
"879","id 63","shitty"
"880","id 63","people"
"881","id 63","retire"
"882","id 63","die"
"883","id 63","solve"
"884","id 63","problems"
"885","id 63","anyone"
"886","id 63","'re"
"887","id 63","making"
"888","id 63","new"
"889","id 63","transphobes"
"890","id 63","time"
"891","id 63","#disruptjmm"
"892","id 63","#jmm2020"
"893","id 63","user10"
"894","id 64",""
"895","id 64","like"
"896","id 64","responsibility"
"897","id 64","better"
"898","id 64","put"
"899","id 64","labor"
"900","id 64","trans"
"901","id 64","nb"
"902","id 64","people"
"903","id 64","tell"
"904","id 64","better"
"905","id 64","#disruptjmm"
"906","id 64","#jmm2020"
"907","id 64","user10"
"908","id 65",""
"909","id 65","can"
"910","id 65","allies"
"911","id 65","best"
"912","id 65","handle"
"913","id 65","making"
"914","id 65","mistakes"
"915","id 65","know"
"916","id 65","'re"
"917","id 65","human"
"918","id 65","give"
"919","id 65","grace"
"920","id 65","also"
"921","id 65","guilt"
"922","id 65","useful"
"923","id 65","motivator"
"924","id 65","better"
"925","id 65","use"
"926","id 65","negative"
"927","id 65","experiences"
"928","id 65","change"
"929","id 65","better"
"930","id 65","make"
"931","id 65","mistake"
"932","id 65","#disruptjmm"
"933","id 65","#jmm2020"
"934","id 65","user10"
"935","id 66","resources"
"936","id 66","learn"
"937","id 66",":"
"938","id 66","trevor"
"939","id 66","project"
"940","id 66","ostem"
"941","id 66","pflag"
"942","id 66","#disruptjmm"
"943","id 66","#jmm2020"
"944","id 66","user10"
"945","id 67",""
"946","id 67","trans"
"947","id 67","non-binary"
"948","id 67","students"
"949","id 67","staff"
"950","id 67","faculty"
"951","id 67","across"
"952","id 67","campus"
"953","id 67","solidarity"
"954","id 67","extend"
"955","id 67","outside"
"956","id 67","classroom"
"957","id 67","'s"
"958","id 67","going"
"959","id 67","far"
"960","id 67","enough"
"961","id 67","#disruptjmm"
"962","id 67","#jmm2020"
"963","id 67","user10"
"964","id 68","panel"
"965","id 68","supporting"
"966","id 68","trans"
"967","id 68","non-binary"
"968","id 68","students"
"969","id 68","gonna"
"970","id 68","weird"
"971","id 68","moments"
"972","id 68","someone"
"973","id 68","needs"
"974","id 68","something"
"975","id 68","just"
"976","id 68","help"
"977","id 68","people"
"978","id 68","#disruptjmm"
"979","id 68","#jmm2020"
"980","id 68","user10"
"981","id 68","https:tco4zwkesquu1"
"982","id 69","'m"
"983","id 69","glad"
"984","id 69","#disruptjmm"
"985","id 69","see"
"986","id 69","established"
"987","id 69","mathematicians"
"988","id 69","speaking"
"989","id 69","often"
"990","id 69","harassing"
"991","id 69","inappropriate"
"992","id 69","behavior"
"993","id 69","male"
"994","id 69","mathematicians"
"995","id 69","excused"
"996","id 69","social"
"997","id 69","awkwardness"
"998","id 69","everyone"
"999","id 69","needs"
"1000","id 69","held"
"1001","id 69","simple"
"1002","id 69","standard"
"1003","id 69","treating"
"1004","id 69","colleagues"
"1005","id 69","dignity"
"1006","id 69","https:tco8aizhfwqez"
"1007","id 70",""
"1008","id 70","every"
"1009","id 70","class"
"1010","id 70","culture"
"1011","id 70","'re"
"1012","id 70","intentional"
"1013","id 70","want"
"1014","id 70","culture"
"1015","id 70","can"
"1016","id 70","end"
"1017","id 70","something"
"1018","id 70","really"
"1019","id 70","want"
"1020","id 70","#disruptjmm"
"1021","id 70","#jmm2020"
"1022","id 70","user10"
"1023","id 71","kelly"
"1024","id 71","macarthur"
"1025","id 71","now"
"1026","id 71","speaking"
"1027","id 71","ways"
"1028","id 71","'s"
"1029","id 71","worked"
"1030","id 71","rehumanize"
"1031","id 71","exams"
"1032","id 71","big"
"1033","id 71","calculus"
"1034","id 71","course"
"1035","id 71","'re"
"1036","id 71","shifting"
"1037","id 71","pedagogy"
"1038","id 71","assessments"
"1039","id 71","weird"
"1040","id 71","mismatch"
"1041","id 71","undermines"
"1042","id 71","work"
"1043","id 71","#disruptjmm"
"1044","id 71","#jmm2020"
"1045","id 71","user10"
"1046","id 72","user212"
"1047","id 72","privilege"
"1048","id 72","makes"
"1049","id 72","structures"
"1050","id 72","efforts"
"1051","id 72","needed"
"1052","id 72","keep"
"1053","id 72","place"
"1054","id 72","invisible"
"1055","id 72","least"
"1056","id 72","privileged"
"1057","id 72","perspective"
"1058","id 72","#disruptjmm"
"1059","id 72","thanks"
"1060","id 72","brian"
"1061","id 72","great"
"1062","id 72","talk"
"1063","id 73",""
"1064","id 73","know"
"1065","id 73","lot"
"1066","id 73","mediocre"
"1067","id 73","white"
"1068","id 73","men"
"1069","id 73","academia"
"1070","id 73","thus"
"1071","id 73","allowed"
"1072","id 73","lot"
"1073","id 73","mediocre"
"1074","id 73","people"
"1075","id 73","color"
"1076","id 73","academia"
"1077","id 73","#jmm2020"
"1078","id 73","#disruptjmm"
"1079","id 73","user10"
"1080","id 74","user212"
"1081","id 74","everyone"
"1082","id 74","student"
"1083","id 74","professional"
"1084","id 74","experience"
"1085","id 74","critical"
"1086","id 74","inquiry"
"1087","id 74","#disruptjmm"
"1088","id 75",""
"1089","id 75","course"
"1090","id 75","math"
"1091","id 75","disciplinary"
"1092","id 75","worldviews"
"1093","id 75","collective"
"1094","id 75","failure"
"1095","id 75","identify"
"1096","id 75","interrogate"
"1097","id 75","assumptions"
"1098","id 75","worldviews"
"1099","id 75","one"
"1100","id 75","greatest"
"1101","id 75","disciplinary"
"1102","id 75","failures"
"1103","id 75","#jmm2020"
"1104","id 75","#disruptjmm"
"1105","id 75","user10"
"1106","id 75","https:tcod1ziaghz1i"
"1107","id 76",""
"1108","id 76","favorite"
"1109","id 76","#jmm2020"
"1110","id 76","photo"
"1111","id 76","illustrates"
"1112","id 76","joyfulness"
"1113","id 76","dr"
"1114","id 76","ulrica"
"1115","id 76","wilson"
"1116","id 76","user97"
"1117","id 76","math"
"1118","id 76","prof"
"1119","id 76","&amp;"
"1120","id 76","dr"
"1121","id 76","karoline"
"1122","id 76","pershell"
"1123","id 76","exec"
"1124","id 76","director"
"1125","id 76","user101"
"1126","id 76","image"
"1127","id 76","conjure"
"1128","id 76","think"
"1129","id 76","mathematicians"
"1130","id 76","look"
"1131","id 76","like"
"1132","id 76","tweet"
"1133","id 76","examples"
"1134","id 76","#disruptjmm"
"1135","id 76","user10"
"1136","id 76","https:tcoqpk97dehkk"
"1137","id 77",""
"1138","id 77","reading"
"1139","id 77","list"
"1140","id 77","go"
"1141","id 77","home"
"1142","id 77","work"
"1143","id 77","learning"
"1144","id 77","#disruptjmm"
"1145","id 77","#jmm2020"
"1146","id 77","user10"
"1147","id 77","https:tco5ckdrrxrnw"
"1148","id 78","#disruptjmm"
